file_path,mean,std,shape
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-25/IMG_700101_011052_0000_GRE.TIF,[69.88298503 69.88298503 69.88298503],[51.72176194 51.72176194 51.72176194],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-25/IMG_700101_011052_0000_RED.TIF,[72.62421224 72.62421224 72.62421224],[57.92489828 57.92489828 57.92489828],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-25/IMG_700101_011052_0000_REG.TIF,[80.80683838 80.80683838 80.80683838],[51.32051936 51.32051936 51.32051936],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-25/IMG_700101_011052_0000_RGB.JPG,[105.22439971 134.34452933 148.17613936],[79.66306386 75.4973804  73.18442712],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-55/IMG_700101_003611_0000_RED.TIF,[76.29256836 76.29256836 76.29256836],[58.60272011 58.60272011 58.60272011],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-55/IMG_700101_003611_0000_REG.TIF,[86.38052246 86.38052246 86.38052246],[47.32629695 47.32629695 47.32629695],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-55/IMG_700101_003611_0000_GRE.TIF,[77.17172689 77.17172689 77.17172689],[53.22643784 53.22643784 53.22643784],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-55/IMG_700101_003611_0000_NIR.TIF,[118.39179606 118.39179606 118.39179606],[60.5434522 60.5434522 60.5434522],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-55/IMG_700101_003611_0000_RGB.JPG,[103.69043584 127.58457394 137.26319578],[77.43414778 74.62559242 75.73208599],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-22/IMG_700101_011023_0000_NIR.TIF,[82.21700033 82.21700033 82.21700033],[48.4576693 48.4576693 48.4576693],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-22/IMG_700101_011023_0000_GRE.TIF,[70.27902344 70.27902344 70.27902344],[54.8044537 54.8044537 54.8044537],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-22/IMG_700101_011023_0000_REG.TIF,[79.14548665 79.14548665 79.14548665],[49.76527815 49.76527815 49.76527815],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-22/IMG_700101_011023_0000_RED.TIF,[68.6894458 68.6894458 68.6894458],[57.48076342 57.48076342 57.48076342],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-22/IMG_700101_011023_0000_RGB.JPG,[ 97.38752929 127.24123549 141.15370304],[80.2540542  73.83756735 69.95312505],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-41/IMG_700101_011328_0000_NIR.TIF,[89.49095703 89.49095703 89.49095703],[53.89365754 53.89365754 53.89365754],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-41/IMG_700101_011328_0000_GRE.TIF,[73.81024089 73.81024089 73.81024089],[52.02856638 52.02856638 52.02856638],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-41/IMG_700101_011328_0000_RED.TIF,[72.53213867 72.53213867 72.53213867],[56.64049088 56.64049088 56.64049088],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-41/IMG_700101_011328_0000_REG.TIF,[81.08406494 81.08406494 81.08406494],[52.45510937 52.45510937 52.45510937],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-41/IMG_700101_011328_0000_RGB.JPG,[102.75761847 126.53791589 133.09566966],[81.57040673 73.35097466 72.22470833],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-11/IMG_700101_001356_0000_RGB.JPG,[103.65553416 129.80527594 144.33008648],[79.54475589 70.89549992 69.1839452 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-11/IMG_700101_001356_0000_GRE.TIF,[71.90573649 71.90573649 71.90573649],[49.51884277 49.51884277 49.51884277],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-11/IMG_700101_001356_0000_RED.TIF,[74.61738037 74.61738037 74.61738037],[54.79810465 54.79810465 54.79810465],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-11/IMG_700101_001356_0000_REG.TIF,[83.41697184 83.41697184 83.41697184],[51.17034079 51.17034079 51.17034079],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-11/IMG_700101_001356_0000_NIR.TIF,[85.91919189 85.91919189 85.91919189],[47.99882975 47.99882975 47.99882975],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-12/IMG_700101_000236_0000_GRE.TIF,[66.2038737 66.2038737 66.2038737],[52.64892821 52.64892821 52.64892821],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-12/IMG_700101_000236_0000_RED.TIF,[70.50070638 70.50070638 70.50070638],[60.62604334 60.62604334 60.62604334],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-12/IMG_700101_000236_0000_REG.TIF,[79.6456665 79.6456665 79.6456665],[49.46400638 49.46400638 49.46400638],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-12/IMG_700101_000236_0000_NIR.TIF,[81.36590495 81.36590495 81.36590495],[47.01438445 47.01438445 47.01438445],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-12/IMG_700101_000236_0000_RGB.JPG,[105.7374061  135.81642471 147.44502654],[80.85187276 74.80371653 71.61977732],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-46/IMG_700101_011417_0000_RGB.JPG,[115.64002784 125.14127717 130.71855383],[83.33651955 69.1068765  67.50697007],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-46/IMG_700101_011417_0000_NIR.TIF,[78.85621094 78.85621094 78.85621094],[49.24303341 49.24303341 49.24303341],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-46/IMG_700101_011417_0000_REG.TIF,[80.97388265 80.97388265 80.97388265],[55.8383236 55.8383236 55.8383236],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-46/IMG_700101_011417_0000_RED.TIF,[71.91289551 71.91289551 71.91289551],[52.20802879 52.20802879 52.20802879],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-46/IMG_700101_011417_0000_GRE.TIF,[74.75328532 74.75328532 74.75328532],[46.44954777 46.44954777 46.44954777],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-29/IMG_700101_001646_0000_GRE.TIF,[70.92784912 70.92784912 70.92784912],[52.43384256 52.43384256 52.43384256],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-29/IMG_700101_001646_0000_RED.TIF,[75.11543213 75.11543213 75.11543213],[57.69779531 57.69779531 57.69779531],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-29/IMG_700101_001646_0000_REG.TIF,[79.66461344 79.66461344 79.66461344],[50.55019142 50.55019142 50.55019142],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-29/IMG_700101_001646_0000_NIR.TIF,[80.54449707 80.54449707 80.54449707],[48.36404317 48.36404317 48.36404317],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-29/IMG_700101_001646_0000_RGB.JPG,[ 90.71877148 121.64400423 132.55872103],[79.9836005  74.73583234 72.15772752],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-15/IMG_700101_000304_0000_RGB.JPG,[107.1197187  134.63776903 150.42710431],[80.05883442 75.55535852 72.14984404],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-15/IMG_700101_000304_0000_NIR.TIF,[88.30125814 88.30125814 88.30125814],[50.92511963 50.92511963 50.92511963],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-15/IMG_700101_000304_0000_RED.TIF,[69.21297363 69.21297363 69.21297363],[59.31082583 59.31082583 59.31082583],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-15/IMG_700101_000304_0000_REG.TIF,[80.69268229 80.69268229 80.69268229],[49.28293072 49.28293072 49.28293072],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-15/IMG_700101_000304_0000_GRE.TIF,[70.32807943 70.32807943 70.32807943],[55.04977448 55.04977448 55.04977448],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-31/IMG_700101_003226_0000_NIR.TIF,[75.10692546 75.10692546 75.10692546],[44.54991483 44.54991483 44.54991483],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-31/IMG_700101_003226_0000_GRE.TIF,[77.61097982 77.61097982 77.61097982],[50.49677733 50.49677733 50.49677733],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-31/IMG_700101_003226_0000_RED.TIF,[75.4536971 75.4536971 75.4536971],[52.87284148 52.87284148 52.87284148],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-31/IMG_700101_003226_0000_REG.TIF,[82.09072347 82.09072347 82.09072347],[54.910432 54.910432 54.910432],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-31/IMG_700101_003226_0000_RGB.JPG,[106.5148819  122.83615508 135.32515745],[79.13483175 71.56252142 70.35859845],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-16/IMG_700101_001443_0000_RGB.JPG,[ 95.85043128 124.06882819 138.11804086],[77.74934085 73.95527353 73.00667003],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-16/IMG_700101_001443_0000_GRE.TIF,[75.22074544 75.22074544 75.22074544],[52.60899195 52.60899195 52.60899195],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-16/IMG_700101_001443_0000_REG.TIF,[81.56503581 81.56503581 81.56503581],[49.90124488 49.90124488 49.90124488],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-16/IMG_700101_001443_0000_RED.TIF,[76.11724772 76.11724772 76.11724772],[56.19433239 56.19433239 56.19433239],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-16/IMG_700101_001443_0000_NIR.TIF,[87.57508138 87.57508138 87.57508138],[49.58067831 49.58067831 49.58067831],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-38/IMG_700101_003334_0000_NIR.TIF,[80.03201335 80.03201335 80.03201335],[44.10079642 44.10079642 44.10079642],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-38/IMG_700101_003334_0000_REG.TIF,[81.16850586 81.16850586 81.16850586],[49.75984506 49.75984506 49.75984506],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-38/IMG_700101_003334_0000_RED.TIF,[74.7823999 74.7823999 74.7823999],[53.48330847 53.48330847 53.48330847],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-38/IMG_700101_003334_0000_GRE.TIF,[73.06323324 73.06323324 73.06323324],[50.29159008 50.29159008 50.29159008],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-38/IMG_700101_003334_0000_RGB.JPG,[100.20769554 128.09891833 142.52009024],[76.59913709 72.48092024 69.73066346],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-10/IMG_700101_001057_0000_RGB.JPG,[107.11084355 139.81958353 156.24551084],[74.04884605 70.03580696 68.20229092],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-10/IMG_700101_001057_0000_NIR.TIF,[91.23074137 91.23074137 91.23074137],[49.27151385 49.27151385 49.27151385],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-10/IMG_700101_001057_0000_RED.TIF,[72.28037842 72.28037842 72.28037842],[55.91024131 55.91024131 55.91024131],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-10/IMG_700101_001057_0000_REG.TIF,[86.75541423 86.75541423 86.75541423],[48.73034631 48.73034631 48.73034631],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-10/IMG_700101_001057_0000_GRE.TIF,[73.15031413 73.15031413 73.15031413],[52.16768637 52.16768637 52.16768637],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-23/IMG_700101_000417_0000_RGB.JPG,[108.60184997 135.45410615 147.33892245],[81.13470849 75.68876207 71.64287083],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-23/IMG_700101_000417_0000_NIR.TIF,[87.93687174 87.93687174 87.93687174],[51.2301066 51.2301066 51.2301066],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-23/IMG_700101_000417_0000_GRE.TIF,[70.85963867 70.85963867 70.85963867],[56.1325067 56.1325067 56.1325067],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-23/IMG_700101_000417_0000_REG.TIF,[80.95652507 80.95652507 80.95652507],[50.14110759 50.14110759 50.14110759],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-23/IMG_700101_000417_0000_RED.TIF,[71.12855387 71.12855387 71.12855387],[59.93460584 59.93460584 59.93460584],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-20/IMG_700101_001521_0000_RGB.JPG,[ 99.85248569 126.66975566 138.15991004],[82.54094975 76.65068828 73.84108078],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-20/IMG_700101_001521_0000_GRE.TIF,[73.77174723 73.77174723 73.77174723],[55.24734044 55.24734044 55.24734044],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-20/IMG_700101_001521_0000_REG.TIF,[82.64135824 82.64135824 82.64135824],[49.09607181 49.09607181 49.09607181],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-20/IMG_700101_001521_0000_RED.TIF,[72.29987223 72.29987223 72.29987223],[57.85794853 57.85794853 57.85794853],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-20/IMG_700101_001521_0000_NIR.TIF,[74.94144857 74.94144857 74.94144857],[39.75297578 39.75297578 39.75297578],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-18/IMG_700101_001502_0000_RGB.JPG,[ 97.61161371 129.73837927 142.15469153],[76.02873363 73.21368079 72.73702822],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-18/IMG_700101_001502_0000_GRE.TIF,[74.46353353 74.46353353 74.46353353],[56.40283777 56.40283777 56.40283777],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-18/IMG_700101_001502_0000_RED.TIF,[72.92844727 72.92844727 72.92844727],[59.30757251 59.30757251 59.30757251],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-18/IMG_700101_001502_0000_REG.TIF,[83.89378418 83.89378418 83.89378418],[49.35942106 49.35942106 49.35942106],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-18/IMG_700101_001502_0000_NIR.TIF,[91.13037598 91.13037598 91.13037598],[48.83325282 48.83325282 48.83325282],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-27/IMG_700101_001627_0000_RGB.JPG,[103.49971944 132.52818681 148.93209249],[76.91517464 74.91431091 72.22886635],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-27/IMG_700101_001627_0000_NIR.TIF,[80.6428068 80.6428068 80.6428068],[47.87195436 47.87195436 47.87195436],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-27/IMG_700101_001627_0000_REG.TIF,[80.00940104 80.00940104 80.00940104],[50.8828612 50.8828612 50.8828612],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-27/IMG_700101_001627_0000_RED.TIF,[74.64261149 74.64261149 74.64261149],[58.96694347 58.96694347 58.96694347],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-27/IMG_700101_001627_0000_GRE.TIF,[73.09306152 73.09306152 73.09306152],[55.85858629 55.85858629 55.85858629],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-24/IMG_700101_000427_0000_RGB.JPG,[ 94.31743889 127.44105618 138.18973846],[76.26191711 74.26821676 73.2962659 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-24/IMG_700101_000427_0000_NIR.TIF,[95.49618815 95.49618815 95.49618815],[53.88046051 53.88046051 53.88046051],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-24/IMG_700101_000427_0000_RED.TIF,[69.52109619 69.52109619 69.52109619],[59.25962249 59.25962249 59.25962249],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-24/IMG_700101_000427_0000_REG.TIF,[81.57001465 81.57001465 81.57001465],[49.35631093 49.35631093 49.35631093],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-24/IMG_700101_000427_0000_GRE.TIF,[70.05841227 70.05841227 70.05841227],[55.31311248 55.31311248 55.31311248],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-48/IMG_700101_011437_0000_RED.TIF,[68.87219401 68.87219401 68.87219401],[57.91805572 57.91805572 57.91805572],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-48/IMG_700101_011437_0000_REG.TIF,[80.53723226 80.53723226 80.53723226],[53.82533677 53.82533677 53.82533677],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-48/IMG_700101_011437_0000_GRE.TIF,[69.94915934 69.94915934 69.94915934],[54.75867342 54.75867342 54.75867342],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-48/IMG_700101_011437_0000_NIR.TIF,[89.68275879 89.68275879 89.68275879],[55.42799689 55.42799689 55.42799689],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-48/IMG_700101_011437_0000_RGB.JPG,[ 96.37348925 126.58646051 137.1708764 ],[80.93081508 76.28233823 73.8793569 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-54/IMG_700101_003603_0000_RED.TIF,[74.64523275 74.64523275 74.64523275],[55.20860449 55.20860449 55.20860449],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-54/IMG_700101_003603_0000_REG.TIF,[86.54582845 86.54582845 86.54582845],[46.01835136 46.01835136 46.01835136],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-54/IMG_700101_003603_0000_GRE.TIF,[75.86548991 75.86548991 75.86548991],[50.45512661 50.45512661 50.45512661],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-54/IMG_700101_003603_0000_NIR.TIF,[125.86493734 125.86493734 125.86493734],[61.98519517 61.98519517 61.98519517],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-54/IMG_700101_003603_0000_RGB.JPG,[104.48831152 129.49372732 141.29194164],[74.23827636 73.05988292 74.95579057],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-23/IMG_700101_011033_0000_RGB.JPG,[ 95.73823874 129.85886072 142.03855475],[80.47684693 75.33428504 72.31575655],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-23/IMG_700101_011032_0000_GRE.TIF,[68.50784261 68.50784261 68.50784261],[57.65573939 57.65573939 57.65573939],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-23/IMG_700101_011032_0000_REG.TIF,[79.61538656 79.61538656 79.61538656],[51.91161379 51.91161379 51.91161379],"(1280, 960, 3)"
