file_path,mean,std,shape
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-23/IMG_700101_011032_0000_RED.TIF,[68.5491333 68.5491333 68.5491333],[60.09615774 60.09615774 60.09615774],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-23/IMG_700101_011032_0000_NIR.TIF,[85.93704508 85.93704508 85.93704508],[51.66474173 51.66474173 51.66474173],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-53/IMG_700101_003554_0000_RGB.JPG,[106.47026451 132.95601532 145.39156024],[73.74148278 72.38911443 73.33932688],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-53/IMG_700101_003554_0000_GRE.TIF,[77.24342041 77.24342041 77.24342041],[53.06956305 53.06956305 53.06956305],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-53/IMG_700101_003554_0000_RED.TIF,[73.12670166 73.12670166 73.12670166],[55.36071407 55.36071407 55.36071407],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-53/IMG_700101_003554_0000_REG.TIF,[83.56782308 83.56782308 83.56782308],[45.79191233 45.79191233 45.79191233],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-53/IMG_700101_003554_0000_NIR.TIF,[113.24319499 113.24319499 113.24319499],[58.34849536 58.34849536 58.34849536],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-48/IMG_700101_000808_0000_RGB.JPG,[101.61121817 123.33462468 132.85150957],[78.73438962 72.24383567 72.49493617],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-48/IMG_700101_000808_0000_NIR.TIF,[101.5021818 101.5021818 101.5021818],[58.38715414 58.38715414 58.38715414],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-48/IMG_700101_000808_0000_REG.TIF,[81.48156494 81.48156494 81.48156494],[49.35445154 49.35445154 49.35445154],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-48/IMG_700101_000808_0000_RED.TIF,[72.51823975 72.51823975 72.51823975],[55.30499407 55.30499407 55.30499407],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-48/IMG_700101_000808_0000_GRE.TIF,[71.04217122 71.04217122 71.04217122],[47.84530352 47.84530352 47.84530352],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-24/IMG_700101_011042_0000_RGB.JPG,[ 97.29343939 140.37018488 149.16286987],[76.41252171 70.83841079 69.66295245],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-24/IMG_700101_011042_0000_RED.TIF,[68.12774821 68.12774821 68.12774821],[59.87430883 59.87430883 59.87430883],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-24/IMG_700101_011042_0000_REG.TIF,[80.43489176 80.43489176 80.43489176],[50.61252086 50.61252086 50.61252086],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-24/IMG_700101_011042_0000_GRE.TIF,[68.98561686 68.98561686 68.98561686],[57.48434708 57.48434708 57.48434708],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-24/IMG_700101_011042_0000_NIR.TIF,[94.05441569 94.05441569 94.05441569],[54.12985333 54.12985333 54.12985333],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-41/IMG_700101_000704_0000_RGB.JPG,[ 99.41560031 129.1074117  140.79482411],[77.66139228 77.61839876 76.36832107],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-41/IMG_700101_000704_0000_REG.TIF,[80.28388916 80.28388916 80.28388916],[51.2222684 51.2222684 51.2222684],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-41/IMG_700101_000704_0000_RED.TIF,[71.51104736 71.51104736 71.51104736],[58.63229878 58.63229878 58.63229878],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-41/IMG_700101_000704_0000_GRE.TIF,[69.66253011 69.66253011 69.66253011],[54.15044957 54.15044957 54.15044957],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-41/IMG_700101_000704_0000_NIR.TIF,[91.62219727 91.62219727 91.62219727],[53.10674838 53.10674838 53.10674838],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-65/IMG_700101_003743_0000_GRE.TIF,[78.39792562 78.39792562 78.39792562],[47.54994528 47.54994528 47.54994528],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-65/IMG_700101_003743_0000_REG.TIF,[81.6421403 81.6421403 81.6421403],[53.91608569 53.91608569 53.91608569],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-65/IMG_700101_003743_0000_RED.TIF,[74.61299479 74.61299479 74.61299479],[49.99276825 49.99276825 49.99276825],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-65/IMG_700101_003743_0000_NIR.TIF,[73.44365641 73.44365641 73.44365641],[43.71979343 43.71979343 43.71979343],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-65/IMG_700101_003743_0000_RGB.JPG,[117.17878434 127.44587563 138.84746668],[79.21854965 67.93553211 64.38132292],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-42/IMG_700101_001850_0000_RGB.JPG,[100.61818497 128.97606191 147.12302126],[73.87485635 71.33610137 72.44845575],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-42/IMG_700101_001850_0000_NIR.TIF,[116.22059896 116.22059896 116.22059896],[59.03586279 59.03586279 59.03586279],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-42/IMG_700101_001850_0000_RED.TIF,[77.88252035 77.88252035 77.88252035],[55.00116195 55.00116195 55.00116195],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-42/IMG_700101_001850_0000_REG.TIF,[83.49969401 83.49969401 83.49969401],[44.9595883 44.9595883 44.9595883],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-42/IMG_700101_001850_0000_GRE.TIF,[72.89791667 72.89791667 72.89791667],[48.18971184 48.18971184 48.18971184],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-12/IMG_700101_010847_0000_RED.TIF,[72.09935221 72.09935221 72.09935221],[55.591338 55.591338 55.591338],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-12/IMG_700101_010847_0000_REG.TIF,[85.61665609 85.61665609 85.61665609],[52.703574 52.703574 52.703574],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-12/IMG_700101_010847_0000_GRE.TIF,[71.20912842 71.20912842 71.20912842],[51.80224395 51.80224395 51.80224395],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-12/IMG_700101_010847_0000_NIR.TIF,[101.74527751 101.74527751 101.74527751],[56.92893165 56.92893165 56.92893165],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-12/IMG_700101_010847_0000_RGB.JPG,[ 93.69191833 117.82339063 134.79068514],[74.94390901 72.28771511 71.73573487],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-45/IMG_700101_001924_0000_RED.TIF,[81.76275472 81.76275472 81.76275472],[51.37453981 51.37453981 51.37453981],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-45/IMG_700101_001924_0000_REG.TIF,[84.63537842 84.63537842 84.63537842],[50.38994146 50.38994146 50.38994146],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-45/IMG_700101_001924_0000_GRE.TIF,[80.57927897 80.57927897 80.57927897],[48.86676322 48.86676322 48.86676322],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-45/IMG_700101_001924_0000_NIR.TIF,[83.03098796 83.03098796 83.03098796],[45.71803267 45.71803267 45.71803267],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-45/IMG_700101_001924_0000_RGB.JPG,[118.70163943 125.34912499 130.62455517],[88.94166634 73.9130688  68.22206351],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-62/IMG_700101_003713_0000_RGB.JPG,[124.31631106 134.59251297 140.52182352],[76.89290953 62.4186195  61.55475972],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-62/IMG_700101_003713_0000_NIR.TIF,[91.64461914 91.64461914 91.64461914],[52.30890295 52.30890295 52.30890295],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-62/IMG_700101_003713_0000_REG.TIF,[80.79915202 80.79915202 80.79915202],[48.45366174 48.45366174 48.45366174],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-62/IMG_700101_003713_0000_RED.TIF,[77.37909017 77.37909017 77.37909017],[48.95610802 48.95610802 48.95610802],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-62/IMG_700101_003713_0000_GRE.TIF,[79.84867187 79.84867187 79.84867187],[42.13489547 42.13489547 42.13489547],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-46/IMG_700101_000750_0000_RGB.JPG,[104.62041596 129.86484751 139.12264148],[81.09372664 77.78540403 74.33577964],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-46/IMG_700101_000750_0000_GRE.TIF,[68.66097412 68.66097412 68.66097412],[56.89910396 56.89910396 56.89910396],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-46/IMG_700101_000750_0000_REG.TIF,[78.12340332 78.12340332 78.12340332],[52.90821985 52.90821985 52.90821985],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-46/IMG_700101_000750_0000_RED.TIF,[69.81078857 69.81078857 69.81078857],[61.18442999 61.18442999 61.18442999],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-46/IMG_700101_000750_0000_NIR.TIF,[74.87496257 74.87496257 74.87496257],[43.50531246 43.50531246 43.50531246],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-15/IMG_700101_010915_0000_GRE.TIF,[70.35134603 70.35134603 70.35134603],[53.78844905 53.78844905 53.78844905],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-15/IMG_700101_010915_0000_REG.TIF,[83.06215495 83.06215495 83.06215495],[51.87151668 51.87151668 51.87151668],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-15/IMG_700101_010915_0000_RED.TIF,[72.5125529 72.5125529 72.5125529],[57.73626856 57.73626856 57.73626856],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-15/IMG_700101_010915_0000_NIR.TIF,[93.12763265 93.12763265 93.12763265],[52.9976642 52.9976642 52.9976642],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-15/IMG_700101_010915_0000_RGB.JPG,[ 94.81946335 123.98242483 140.84990953],[74.9806704  73.46020822 71.66821291],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-8/IMG_700101_002030_0000_RGB.JPG,[101.48817551 125.31504451 140.52903208],[76.30262848 67.69016488 64.71285359],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-8/IMG_700101_002030_0000_GRE.TIF,[77.08666016 77.08666016 77.08666016],[48.55029985 48.55029985 48.55029985],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-8/IMG_700101_002030_0000_REG.TIF,[81.77799072 81.77799072 81.77799072],[49.92317059 49.92317059 49.92317059],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-8/IMG_700101_002030_0000_RED.TIF,[76.59836995 76.59836995 76.59836995],[50.36624429 50.36624429 50.36624429],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-8/IMG_700101_002030_0000_NIR.TIF,[77.42281494 77.42281494 77.42281494],[43.09605455 43.09605455 43.09605455],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-6/IMG_700101_010752_0000_REG.TIF,[85.94396159 85.94396159 85.94396159],[46.36522613 46.36522613 46.36522613],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-6/IMG_700101_010752_0000_RED.TIF,[69.85406413 69.85406413 69.85406413],[49.68514018 49.68514018 49.68514018],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-6/IMG_700101_010752_0000_GRE.TIF,[73.99316325 73.99316325 73.99316325],[49.4647726 49.4647726 49.4647726],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-6/IMG_700101_010752_0000_NIR.TIF,[119.06103678 119.06103678 119.06103678],[61.0695706 61.0695706 61.0695706],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-6/IMG_700101_010752_0000_RGB.JPG,[ 95.21726104 130.9588753  154.36710719],[69.38319125 70.26951572 68.80257277],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-41/IMG_700101_010138_0000_RGB.JPG,[ 98.37037948 125.34677224 137.23937536],[78.920752   74.39779869 72.75309936],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-41/IMG_700101_010138_0000_REG.TIF,[83.0497526 83.0497526 83.0497526],[50.92235641 50.92235641 50.92235641],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-41/IMG_700101_010138_0000_RED.TIF,[73.44125081 73.44125081 73.44125081],[56.12261951 56.12261951 56.12261951],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-41/IMG_700101_010138_0000_GRE.TIF,[72.21142334 72.21142334 72.21142334],[51.16426216 51.16426216 51.16426216],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-41/IMG_700101_010138_0000_NIR.TIF,[88.67841715 88.67841715 88.67841715],[49.80749393 49.80749393 49.80749393],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-11/IMG_700101_000308_0000_RGB.JPG,[106.44732308 128.82130953 138.77566987],[79.03511931 68.19992158 64.78686275],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-11/IMG_700101_000308_0000_REG.TIF,[82.35019694 82.35019694 82.35019694],[49.62943452 49.62943452 49.62943452],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-11/IMG_700101_000308_0000_RED.TIF,[74.76056722 74.76056722 74.76056722],[50.12241801 50.12241801 50.12241801],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-11/IMG_700101_000308_0000_GRE.TIF,[74.99021159 74.99021159 74.99021159],[48.5492201 48.5492201 48.5492201],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-11/IMG_700101_000308_0000_NIR.TIF,[80.42648926 80.42648926 80.42648926],[43.39500902 43.39500902 43.39500902],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-5/IMG_700101_001011_0000_RGB.JPG,[ 99.60481777 134.81467679 154.19830724],[71.7338503  70.01882026 68.26145769],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-5/IMG_700101_001011_0000_NIR.TIF,[103.74819092 103.74819092 103.74819092],[50.94207268 50.94207268 50.94207268],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-5/IMG_700101_001011_0000_GRE.TIF,[77.24383626 77.24383626 77.24383626],[50.9898861 50.9898861 50.9898861],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-5/IMG_700101_001011_0000_RED.TIF,[76.17422526 76.17422526 76.17422526],[54.19305787 54.19305787 54.19305787],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/1-5/IMG_700101_001011_0000_REG.TIF,[84.58409098 84.58409098 84.58409098],[42.6851096 42.6851096 42.6851096],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-36/IMG_700101_004623_0000_RGB.JPG,[ 93.4103575  128.79527232 143.43032705],[74.02595142 73.26387837 73.34176681],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-36/IMG_700101_004623_0000_NIR.TIF,[95.42830078 95.42830078 95.42830078],[48.97482814 48.97482814 48.97482814],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-36/IMG_700101_004623_0000_GRE.TIF,[68.29961263 68.29961263 68.29961263],[51.05969346 51.05969346 51.05969346],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-36/IMG_700101_004623_0000_RED.TIF,[70.06626302 70.06626302 70.06626302],[56.10319087 56.10319087 56.10319087],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-36/IMG_700101_004623_0000_REG.TIF,[83.73129313 83.73129313 83.73129313],[47.25003706 47.25003706 47.25003706],"(1280, 960, 3)"
